Doc,True idx,True Target,Candidate idx,Max Candidate,Position,True Target JLL,Max Candidate JLL,ABS diff
1405,-1,a girlfriend 9/10,76,the prince of the need ,77,-63.40843,-33.2549,30.15353
1406,44,creature with annoying googly eye,46,with annoying eye but kid ,2,-44.08804,-22.8405,21.24754
1407,46,was so bad at time,47,so bad at time that ,1,-30.22084,-15.8412,14.37964
1408,54,meadow is great as the,55,is great as the childish ,1,-34.81889,-15.8892,18.92969
1409,46,was routinely predictable and signposted,0,          ,-46,-39.82976,-15.23493,24.59483
1410,49,of the best american actor,48,two of the best american ,-1,-39.01218,-27.74901,11.26317
1411,70,idea of fun call me,0,          ,-70,-29.12251,-10.21562,18.90689
1412,0,,0,          ,0,-1.12303,-1.12303,0
1413,45,muzzle loader badly was this,14,      the information ,-31,-39.23588,-23.16197,16.07391
1414,46,attend their best friend's wedding,0,          ,-46,-52.40399,-21.14118,31.26281
1415,47,is how annoying lloyd nolan's,45,about this film is how ,-2,-30.10124,-24.45834,5.6429
1416,48,away the best scene in,49,the best scene in the ,1,-35.39615,-23.79361,11.60254
1417,45,that was funny so he,46,was funny so he makes ,1,-29.47727,-18.82574,10.65153
1418,52,was simply awful i say,0,          ,-52,-31.26869,-9.99256,21.27613
1419,51,but are unfortunately never developed,18,      by as ,-33,-42.89362,-27.74219,15.15143
1420,73,is a lame lame lame,70,other word it is a ,-3,-29.59513,-24.62736,4.96777
1421,48,who looks surprisingly like willie,0,          ,-48,-54.73595,-21.42783,33.30812
1422,47,movie even worse crazed hillbille,47,really bad movie even worse ,0,-16.351,-16.351,0
1423,56,the one enjoyable aspect of,57,one enjoyable aspect of the ,1,-30.80587,-14.58647,16.2194
1424,50,she is annoying girl still,0,          ,-50,-33.91137,-20.37238,13.53899
1425,42,of the best book i,43,the best book i have ,1,-40.7582,-24.53344,16.22476
1426,45,did a great job in,52,supporting cast was pretty good ,7,-30.29938,-25.11208,5.1873
1427,45,lame at best the acting,46,at best the acting particularly ,1,-21.46312,-15.83744,5.62568
1428,48,is just stupid the fateful,50,is just stupid the game ,2,-53.04677,-22.98258,30.06419
1429,45,of the worst actor i,7,      dvd from ,-38,-39.28325,-26.17001,13.11324
1430,-1,this movie 1/10,70,pretty bad and the took ,71,-45.68557,-13.08819,32.59738
1431,49,to the best of my,50,the best of my knowledge ,1,-32.9281,-24.63615,8.29195
1432,52,is almost awful except for,0,          ,-52,-32.24928,-13.92428,18.325
1433,51,rating of 2/10 guys please,53,2 10 please please do ,2,-24.83819,-18.1069,6.73129
1434,77,my two favorite movie are,78,two favorite movie are the ,1,-31.88284,-15.37174,16.5111
1435,45,it is obnoxious by the,46,is obnoxious by the time ,1,-34.59648,-23.86925,10.72723
1436,-1,even bothered 2/10,62,either way there is no ,63,-47.91151,-24.21427,23.69724
1437,45,not kurosawa's best work perhaps,51,his best but even at ,6,-36.33851,-11.57509,24.76342
1438,48,and ted's excellent adventure groundhog,0,          ,-48,-102.96948,-12.67503,90.29445
1439,-1,line awesome 2/10 so very,0,          ,1,-25.23689,-21.72691,3.50998
1440,50,of the best segment involves,49,one of the best segment ,-1,-40.9778,-23.32929,17.64851
1441,46,looks it fails what also,52,is an attempt at early ,6,-45.43869,-25.62716,19.81153
1442,41,to be perfectly honest was,42,be perfectly honest was not ,1,-27.87222,-18.10285,9.76937
1443,49,soundtrack is laughable the direction,50,is laughable the direction is ,1,-42.72637,-10.01602,32.71035
1444,43,already a poor choice does,44,a poor choice does not ,1,-36.09325,-19.05198,17.04127
1445,44,writing was poor and there,0,          ,-44,-27.7204,-13.54942,14.17098
1446,44,picked out bad guy so,73,able to believe that they ,29,-36.33288,-20.15508,16.1778
1447,48,2003 how funny this is,50,how funny this is one ,2,-34.82344,-9.01951,25.80393
1448,47,be having fun with the,48,having fun with the goofy ,1,-28.34979,-15.61704,12.73275
1449,64,do not waste your time,65,not waste your time i ,1,-22.74768,-8.48651,14.26117
1450,74,really indigestible 2/10 2 star,0,          ,-74,-26.80484,-0.53798,26.26686
1451,45,is pretty awful the only,40,      this film ,-5,-26.11681,-15.81614,10.30067
1452,55,and fairly boring story about,56,fairly boring story about a ,1,-40.66717,-23.64393,17.02324
1453,46,for you great storyline incredible,20,all time favorite at the ,-26,-35.96854,-23.55768,12.41086
1454,43,of the worst film i,42,one of the worst film ,-1,-35.34171,-20.33943,15.00228
1455,47,it is amazing how somebody,48,is amazing how somebody can ,1,-28.98005,-18.52649,10.45356
1456,43,other the bad boy simply,45,the bad boy simply asks ,2,-30.32034,-14.44371,15.87663
1457,75,a really beautiful film that,76,really beautiful film that made ,1,-27.18371,-12.08168,15.10203
1458,43,in the best light but,44,the best light but it ,1,-42.03077,-29.47885,12.55192
1459,45,not the worst movie i,46,the worst movie i have ,1,-31.64488,-20.98341,10.66147
1460,46,good and bad girl muscle,48,and bad girl head and ,2,-44.13129,-22.6941,21.43719
1461,60,getting them badly acted poorly,61,them badly acted poorly filmed ,1,-35.85822,-23.70584,12.15238
1462,49,scripting and laughable moment one,47,full of bad and laughable ,-2,-29.30149,-23.54069,5.7608
1463,68,actor or funny moment it,69,or funny moment it just ,1,-21.95799,-9.43305,12.52494
1464,52,the only redeeming aspect to,53,only redeeming aspect to this ,1,-32.17142,-23.01121,9.16021
1465,44,the god awful directing acting,73,a poor one at that ,29,-27.91532,-19.78618,8.12914
1466,43,such a bad movie its,76,is not the only movie ,33,-25.81941,-23.281,2.53841
1467,44,with the awful hair cut,57,this show is still playing ,13,-46.95324,-26.54293,20.41031
1468,47,disappointing and irritating,48,  disappointing and irritating the ,1,-12.92813,-9.96245,2.96568
1469,43,pretty damn funny herself apart,44,damn funny herself apart from ,1,-27.08887,-15.53355,11.55532
1470,46,far the best i have,46,far the best i have ,0,-24.74842,-24.74842,0
1471,56,of the noir universe a,60,a fine of the over ,4,-45.08313,-31.46631,13.61682
1472,45,in a beautiful field with,46,a beautiful field with a ,1,-54.15302,-14.85605,39.29697
1473,44,would be awful but the,58,also pointless on the plus ,14,-34.41546,-21.0419,13.37356
1474,42,an overall cheap looking film,0,          ,-42,-34.9632,-18.28789,16.67531
1475,44,had a terrible roommate if,0,          ,-44,-32.33787,-17.17627,15.1616
1476,46,of crazy great thing have,44,a lot of crazy great ,-2,-38.8048,-31.55545,7.24935
1477,46,not even funny i always,47,even funny i always myself ,1,-21.87181,-14.30836,7.56345
1478,60,were some great shot of,69,and great car chase and ,9,-43.0296,-20.49249,22.53711
1479,44,that ends badly and the,4,    of the one ,-40,-42.05429,-11.92174,30.13255
1480,48,is the best example of,49,the best example of how ,1,-38.99809,-8.40206,30.59603
1481,46,is the bad guy and,47,the bad guy and no ,1,-29.67921,-22.12602,7.55319
1482,49,unbelievably awful film i,50,unbelievably awful film i watched ,1,-48.61078,-16.30161,32.30917
1483,50,film board's best animator pojar,0,          ,-50,-57.60752,-6.28729,51.32023
1484,42,is the excellent ossie davis,41,even mediocre is the excellent ,-1,-39.79039,-25.03764,14.75275
1485,53,has one funny scene how,43,making of this movie in ,-10,-30.6057,-20.63434,9.97136
1486,44,do not waste your money,45,not waste your money or ,1,-23.34898,-12.62267,10.72631
1487,48,is a funny subplot involving,49,a funny subplot involving a ,1,-40.11443,-17.8167,22.29773
1488,62,awkward and laughable but well,0,          ,-62,-50.44811,-6.62498,43.82313
1489,45,book is amazing and so,46,is amazing and so it ,1,-28.53839,-15.04461,13.49378
1490,43,is a great guitarist and,60,any redeeming quality to this ,17,-37.80723,-16.82463,20.9826
1491,57,played an annoying restaurant singer,59,an annoying singer and his ,2,-51.81198,-17.34815,34.46383
1492,72,tragedy themselves best all around,33,      the roll ,-39,-42.64463,-23.78315,18.86148
1493,61,is the best sci fi,70,if you do not watch ,9,-38.01711,-18.93778,19.07933
1494,50,the film perfectly played all,51,film perfectly played all around ,1,-28.90008,-23.3461,5.55398
1495,47,was the best interpretation of,74,the best one for me ,27,-39.95756,-25.48112,14.47644
1496,44,was a great movie that,45,a great movie that head ,1,-31.04834,-23.80012,7.24822
1497,44,its too bad that most,45,too bad that most movie ,1,-28.28574,-13.12035,15.16539
1498,45,in to avoid the film,11,      and neither ,-34,-42.36409,-18.56902,23.79507
1499,44,being a poor farmer to,55,it is a good story ,11,-35.55998,-25.8668,9.69318
1500,46,is pretty funny and worth,47,pretty funny and worth seeing ,1,-32.88823,-15.25294,17.63529
1501,43,in the worst clothing i,17,name of the film has ,-26,-78.89746,-22.1022,56.79526
1502,44,a sometimes funny sketch film,49,however it is very interesting ,5,-39.62334,-26.6956,12.92774
1503,51,of the rare case in,26,those person if not and ,-25,-44.70133,-22.41991,22.28142
1504,47,is the best they have,48,the best they have in ,1,-34.25005,-9.02012,25.22993
1505,47,was very funny i saw,48,very funny i saw the ,1,-24.67572,-16.69326,7.98246
1506,48,is totally predictable and absurd,49,totally predictable and absurd is ,1,-27.65625,-15.72895,11.9273
1507,50,this truly awful exercise in,51,truly awful exercise in the ,1,-33.7266,-14.08599,19.64061
1508,48,what a laughable movie this,48,what a laughable movie this ,0,-28.26647,-28.26647,0
1509,44,a little disappointed in how,74,a bad actor but he ,30,-28.30015,-20.48413,7.81602
1510,45,to be best friend and,46,be best friend and also ,1,-30.24241,-19.92131,10.3211
1511,77,amateurish at best a waste,70,up is awful and everything ,-7,-23.29218,-22.63174,0.66044
1512,76,see how badly it suck,67,so bad that you should ,-9,-27.17079,-11.32277,15.84802
1513,51,of the best actor the,52,the best actor the world ,1,-44.31792,-15.94832,28.3696
1514,62,awesome a fantastic mix of,39,has excellent acting even though ,-23,-50.13271,-27.99187,22.14084
1515,48,like a bad student film,68,so poorly done that makes ,20,-29.84598,-15.19847,14.64751
1516,73,is probably best seen on,74,probably best seen on a ,1,-44.36445,-18.95671,25.40774
1517,-1,this funnyman's best,0,          ,1,-46.14072,-6.40496,39.73576
1518,49,and modern noir dialogue the,0,          ,-49,-35.60324,-5.62898,29.97426
1519,-1,give it 10/10 however there,44,10 10 however there are ,45,-35.03851,-7.58455,27.45396
1520,51,directed the best comedic film,52,the best comedic film to ,1,-55.76802,-20.85698,34.91104
1521,50,of the best ghost story,51,the best ghost story ever ,1,-48.3278,-10.20807,38.11973
1522,42,of watching excellent viewing and,0,          ,-42,-40.71716,-6.02683,34.69033
1523,51,role were beautifully cast ron,0,          ,-51,-39.23783,-2.87712,36.36071
1524,46,have seen worse that being,70,so bad that they every ,24,-27.15954,-12.11961,15.03993
1525,-1,of riedelsheimer wonderful wonderful wonderful,62,as well as the skill ,63,-63.32257,-25.20626,38.11631
1526,44,a few funny part its,66,few funny part but overall ,22,-31.04248,-10.69889,20.34359
1527,-1,for yourself 8/10,53,other film of the trilogy ,54,-37.23009,-26.29344,10.93665
1528,47,of the best soccer move,0,          ,-47,-40.81677,-13.13389,27.68288
1529,52,is extremely boring and the,53,extremely boring and the story ,1,-28.86951,-14.89472,13.97479
1530,56,a little annoying kristen bell,57,a little annoying bell look ,1,-41.30465,-16.12027,25.18438
1531,48,little more subtle with being,49,more subtle with being into ,1,-42.07136,-29.84833,12.22303
1532,60,ludicrous at best and in,61,at best and in the ,1,-38.80627,-19.88231,18.92396
1533,42,just another mediocre horror film,75,how lame this movie was ,33,-24.86128,-16.48037,8.38091
1534,44,of the best british film,43,one of the best british ,-1,-38.23731,-22.49024,15.74707
1535,46,with some great set piece,47,some great set piece you ,1,-35.46371,-12.62874,22.83497
1536,46,it was funny how libby,75,they could have made more ,29,-48.89269,-26.18677,22.70592
1537,73,not 100 terrible but you,0,          ,-73,-26.84821,-24.94826,1.89995
1538,47,and the best part of,48,the best part of the ,1,-38.07963,-20.18139,17.89824
1539,-1,good actor wasted and the,70,not need to be crude ,71,-46.14027,-28.01817,18.1221
1540,-1,is a bad production,59,you could just to the ,60,-35.67453,-29.20284,6.47169
1541,59,award nomination great film certainly,60,nomination great film certainly of ,1,-43.10686,-14.18868,28.91818
1542,43,will not waste my time,44,not waste my time and ,1,-41.66125,-14.53188,27.12937
1543,60,likely be disappointed by this,0,          ,-60,-40.26344,-3.1301,37.13334
1544,44,and often annoying character and,45,often annoying character and they ,1,-24.43753,-15.15331,9.28422
1545,51,explained well unfortunately the thug,60,we know it is a ,9,-67.30076,-21.44274,45.85802
1546,66,you should avoid it or,66,you should avoid it or ,0,-18.13112,-18.13112,0
1547,48,are not solid thing he,49,not solid thing he feel ,1,-47.2764,-25.00773,22.26867
1548,50,is entirely predictable any good,31,  from the very beginning ,-19,-30.33774,-21.01335,9.32439
1549,44,for the awful horror turkish,77,not cheap the soundtrack fit ,33,-37.49968,-25.32388,12.1758
1550,49,with an awful 900 pound,27,plain bad the plot a ,-22,-47.95363,-17.73088,30.22275
1551,-1,heady and fantastic day,0,          ,1,-77.73857,-7.66602,70.07255
1552,48,lame or unfunny or downright,49,or unfunny or downright disgusting ,1,-40.46685,-25.67306,14.79379
1553,57,excellent documentary ostensibly,0,          ,-57,-5.772,-3.8881,1.8839
1554,45,is the best part of,46,the best part of any ,1,-31.25883,-6.29621,24.96262
1555,45,that are excellent simple sweet,46,are excellent simple sweet and ,1,-33.05423,-23.35364,9.70059
1556,-1,watch a 7/10,73,thomas beautiful photography make this ,74,-41.47107,-24.46457,17.0065
1557,48,despite his best attempt to,49,his best attempt to be ,1,-26.5733,-11.81788,14.75542
1558,42,it fits perfectly some of,43,fits perfectly some of the ,1,-44.87648,-14.9072,29.96928
1559,43,as the stupid hardbody's attempt,46,the stupid attempt at making ,3,-43.94145,-26.72232,17.21913
1560,44,to be horrible black and,45,be horrible black and white ,1,-38.63432,-21.43674,17.19758
1561,67,movie its predictable as hell,68,its predictable as hell all ,1,-40.48429,-12.84432,27.63997
1562,46,it is funny oh well,74,too bad that this one ,28,-34.10297,-16.49595,17.60702
1563,-1,earlier work 10/10,44,    need is a ,45,-87.19038,-28.57589,58.61449
1564,43,something really stupid that is,44,really stupid that is hard ,1,-35.45223,-9.33539,26.11684
1565,43,non scary waste of our,0,          ,-43,-26.53563,-12.08929,14.44634
1566,47,bunch of annoying loudmouth who,48,bunch of annoying who then ,1,-27.04873,-22.78329,4.26544
1567,51,the cliched predictable plot with,52,the predictable plot with predictable ,1,-49.61981,-14.03465,35.58516
1568,45,might be funny wrong this,46,be funny wrong this movie ,1,-41.31574,-20.75145,20.56429
1569,47,of the best scene are,48,the best scene are when ,1,-41.40231,-21.96761,19.4347
1570,59,a really funny movie that,60,really funny movie that takes ,1,-23.61544,-11.84467,11.77077
1571,46,mary was funny so that,76,just look at his anyway ,30,-30.85178,-22.61859,8.23319
1572,47,are just annoying only gwynne,76,incredibly stupid thing especially at ,29,-23.03563,-20.56011,2.47552
1573,47,starbuck hey funny to see,48,hey funny to see you ,1,-28.95372,-11.35129,17.60243
1574,52,as the worst movie i,53,the worst movie i ever ,1,-24.53432,-19.10276,5.43156
1575,46,saw this gem of a,47,this gem of a film ,1,-31.80811,-9.59765,22.21046
